"date","reference","coconut_beginning-stocks","coconut_crush","coconut_domestic-consumption","coconut_ending-stocks","coconut_exports","coconut_feed-waste-dom-cons","coconut_food-use-dom-cons","coconut_imports","coconut_industrial-dom-cons","coconut_price","coconut_production","coconut_total-distribution","coconut_total-supply","cottonseed_beginning-stocks","cottonseed_crush","cottonseed_domestic-consumption","cottonseed_ending-stocks","cottonseed_exports","cottonseed_feed-waste-dom-cons","cottonseed_food-use-dom-cons","cottonseed_imports","cottonseed_industrial-dom-cons","cottonseed_production","cottonseed_total-distribution","cottonseed_total-supply","olive_beginning-stocks","olive_crush","olive_domestic-consumption","olive_ending-stocks","olive_exports","olive_feed-waste-dom-cons","olive_food-use-dom-cons","olive_imports","olive_industrial-dom-cons","olive_production","olive_total-distribution","olive_total-supply","palm-kernel_beginning-stocks","palm-kernel_crush","palm-kernel_domestic-consumption","palm-kernel_ending-stocks","palm-kernel_exports","palm-kernel_feed-waste-dom-cons","palm-kernel_food-use-dom-cons","palm-kernel_imports","palm-kernel_industrial-dom-cons","palm-kernel_price","palm-kernel_production","palm-kernel_total-distribution","palm-kernel_total-supply","palm_beginning-stocks","palm_crush","palm_domestic-consumption","palm_ending-stocks","palm_exports","palm_feed-waste-dom-cons","palm_food-use-dom-cons","palm_imports","palm_industrial-dom-cons","palm_price","palm_production","palm_total-distribution","palm_total-supply","peanut_beginning-stocks","peanut_crush","peanut_domestic-consumption","peanut_ending-stocks","peanut_exports","peanut_feed-waste-dom-cons","peanut_food-use-dom-cons","peanut_imports","peanut_industrial-dom-cons","peanut_price","peanut_production","peanut_total-distribution","peanut_total-supply","rapeseed_beginning-stocks","rapeseed_crush","rapeseed_domestic-consumption","rapeseed_ending-stocks","rapeseed_exports","rapeseed_feed-waste-dom-cons","rapeseed_food-use-dom-cons","rapeseed_imports","rapeseed_industrial-dom-cons","rapeseed_price","rapeseed_production","rapeseed_total-distribution","rapeseed_total-supply","soybean_beginning-stocks","soybean_crush","soybean_domestic-consumption","soybean_ending-stocks","soybean_exports","soybean_feed-waste-dom-cons","soybean_food-use-dom-cons","soybean_imports","soybean_industrial-dom-cons","soybean_price","soybean_production","soybean_total-distribution","soybean_total-supply","sunflower_beginning-stocks","sunflower_crush","sunflower_domestic-consumption","sunflower_ending-stocks","sunflower_exports","sunflower_feed-waste-dom-cons","sunflower_food-use-dom-cons","sunflower_imports","sunflower_industrial-dom-cons","sunflower_price","sunflower_production","sunflower_total-distribution","sunflower_total-supply","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_price","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","crude-average_price"
"2012-12-31","World",52.92,470.92,301.42,42.42,160.42,2.92,162.83,157.5,135.67,785,293.83,504.25,504.25,23.08,2866.92,433.5,17.42,13.58,0,408.67,7.5,24.83,433.92,464.5,464.5,79.83,,237.17,46.75,73.33,0,235.42,68.67,1.75,208.75,357.25,357.25,76.92,1239.25,530.33,69.5,271.5,4.5,135.08,237.92,390.75,753.53,556.5,871.33,871.33,783.5,,4604.33,784.75,3589.75,54,3329.25,3493.33,1221.08,843.55,4702,8978.83,8978.83,23.75,1343.42,438.67,18.92,15,0,437.75,13.42,0.92,2502.25,435.42,472.58,472.58,275.25,5174.42,1978.67,411.92,329.42,3.83,1373.67,328.08,601.17,1188.18,2116.67,2720,2720,419.83,25284.08,4204.08,423.08,1255.5,5.42,3249.17,715.42,949.5,1158.64,4747.42,5882.67,5882.67,254.17,2576.75,1099.33,189.5,462.08,6.67,1033.33,424.17,59.33,1271.9,1072.58,1750.92,1750.92,1989.25,38955.76,13827.5,2004.26,6170.58,77.34,10365.17,5446.01,3385,118.381,14567.09,22002.33,22002.33,13550.06,1885.33,5868.09,9270.44,2.59,1.31,5741.61,2647.19,13683.18,101.194
"2012-11-30","World",53.83,468.28,299.91,43.29,159.97,2.9,162.38,157.1,134.63,848,292.25,503.17,503.17,23.03,2867.05,433.02,17.89,13.66,0,408.13,7.44,24.89,434.1,464.57,464.57,78.55,,240.08,49.51,73.35,0,238.11,68.45,1.97,215.94,362.94,362.94,75.78,1232.25,526.72,70.12,268.57,4.28,134.65,236.23,387.78,806.7,553.4,865.4,865.4,775.1,,4566.62,784.65,3567.41,54,3306.73,3469.03,1205.89,863.18,4674.54,8918.67,8918.67,23.99,1343.85,438.51,19.32,15.15,0,437.59,13.45,0.92,2469.18,435.53,472.97,472.97,268.15,5163.04,1979.05,400.53,329.6,3.8,1373.28,329.05,601.97,1184.61,2111.98,2709.18,2709.18,422.51,25233.36,4203.74,422.81,1245.72,5.42,3240.76,711.7,957.56,1137.78,4738.05,5872.26,5872.26,245.81,2601.33,1094.94,194.89,468.56,6.67,1029.42,429.65,58.85,1285.23,1082.94,1758.39,1758.39,1966.75,38909.16,13782.59,2003.01,6141.99,77.07,10331.05,5422.1,3374.46,121.522,14538.73,21927.55,21927.55,13505.25,1884.77,5844.04,9250.94,2.59,1.31,5720.42,2627.85,13652.06,101.174
"2012-10-31","World",54.74,465.64,298.4,44.17,159.53,2.88,161.93,156.69,133.6,898,290.67,502.1,502.1,22.99,2867.18,432.54,18.36,13.74,0,407.6,7.38,24.94,434.28,464.64,464.64,77.26,,243,52.26,73.36,0,240.81,68.24,2.19,223.12,368.62,368.62,74.64,1225.25,523.1,70.74,265.64,4.07,134.22,234.54,384.81,863.04,550.29,859.47,859.47,766.69,,4528.9,784.54,3545.07,54,3284.21,3444.74,1190.69,886,4647.08,8858.51,8858.51,24.24,1344.28,438.35,19.72,15.29,0,437.43,13.49,0.92,2469.18,435.64,473.36,473.36,261.06,5151.67,1979.43,389.14,329.79,3.76,1372.9,330.01,602.76,1214.2,2107.29,2698.36,2698.36,425.19,25182.64,4203.39,422.54,1235.93,5.42,3232.36,707.99,965.61,1177.95,4728.68,5861.86,5861.86,237.44,2625.9,1090.54,200.28,475.04,6.67,1025.51,435.12,58.36,1302.61,1093.29,1765.86,1765.86,1944.25,38862.56,13737.65,2001.75,6113.39,76.8,10296.97,5398.2,3363.88,124.897,14510.34,21852.78,21852.78,13460.44,1884.22,5820,9231.45,2.59,1.31,5699.23,2608.51,13620.94,103.408
"2012-09-30","World",55.65,463,296.9,45.04,159.08,2.85,161.48,156.29,132.56,967,289.08,501.02,501.02,22.94,2867.31,432.06,18.83,13.81,0,407.06,7.31,25,434.46,464.71,464.71,75.98,,245.92,55.02,73.38,0,243.5,68.02,2.42,230.31,374.31,374.31,73.5,1218.25,519.48,71.35,262.71,3.85,133.79,232.85,381.83,980,547.19,853.54,853.54,758.29,,4491.19,784.44,3522.73,54,3261.69,3420.44,1175.5,1001.38,4619.62,8798.35,8798.35,24.48,1344.71,438.19,20.12,15.44,0,437.27,13.52,0.92,2469.18,435.75,473.75,473.75,253.96,5140.29,1979.81,377.75,329.98,3.73,1372.52,330.98,603.56,1268.69,2102.6,2687.54,2687.54,427.88,25131.92,4203.04,422.27,1226.15,5.42,3223.96,704.27,973.67,1280.95,4719.31,5851.46,5851.46,229.08,2650.48,1086.15,205.67,481.52,6.67,1021.6,440.6,57.88,1572.25,1103.65,1773.33,1773.33,1921.76,38815.96,13692.74,2000.49,6084.8,76.52,10262.87,5374.28,3353.34,136.926,14481.97,21778.01,21778.01,13415.64,1883.67,5795.96,9211.95,2.59,1.3,5678.03,2589.17,13589.81,106.285
"2012-08-31","World",56.56,460.36,295.39,45.92,158.64,2.83,161.03,155.89,131.53,1001,287.5,499.94,499.94,22.89,2867.44,431.58,19.31,13.89,0,406.53,7.25,25.06,434.64,464.78,464.78,74.69,,248.83,57.78,73.39,0,246.19,67.81,2.64,237.5,380,380,72.36,1211.25,515.86,71.97,259.78,3.64,133.36,231.17,378.86,1007.61,544.08,847.61,847.61,749.89,,4453.47,784.33,3500.39,54,3239.17,3396.14,1160.31,1022.38,4592.17,8738.19,8738.19,24.72,1345.14,438.03,20.53,15.58,0,437.11,13.56,0.92,2469.18,435.86,474.14,474.14,246.86,5128.92,1980.19,366.36,330.17,3.69,1372.14,331.94,604.36,1230.73,2097.92,2676.72,2676.72,430.56,25081.19,4202.69,422,1216.36,5.42,3215.56,700.56,981.72,1250.27,4709.94,5841.06,5841.06,220.72,2675.06,1081.75,211.06,488,6.67,1017.69,446.08,57.39,1525.43,1114,1780.81,1780.81,1899.25,38769.36,13647.79,1999.26,6056.2,76.25,10228.78,5350.4,3342.79,138.313,14453.61,21703.25,21703.25,13370.83,1883.11,5771.91,9192.45,2.58,1.3,5656.84,2569.83,13558.69,105.274
"2012-07-31","World",57.47,457.72,293.88,46.79,158.19,2.81,160.58,155.49,130.49,1070,285.92,498.87,498.87,22.84,2867.58,431.1,19.78,13.97,0,405.99,7.19,25.11,434.82,464.85,464.85,73.41,,251.75,60.53,73.4,0,248.89,67.59,2.86,244.69,385.69,385.69,71.22,1204.25,512.24,72.59,256.85,3.42,132.93,229.48,375.89,1063.18,540.98,841.68,841.68,741.49,,4415.76,784.23,3478.05,54,3216.65,3371.84,1145.11,1052.84,4564.71,8678.03,8678.03,24.97,1345.57,437.87,20.93,15.73,0,436.95,13.59,0.92,2450.28,435.97,474.53,474.53,239.76,5117.54,1980.58,354.97,330.35,3.66,1371.76,332.91,605.16,1214.67,2093.23,2665.9,2665.9,433.24,25030.47,4202.35,421.73,1206.58,5.42,3207.15,696.84,989.78,1239.49,4700.58,5830.65,5830.65,212.36,2699.63,1077.35,216.44,494.48,6.67,1013.78,451.56,56.9,1472.27,1124.35,1788.28,1788.28,1876.76,38722.76,13602.88,1997.99,6027.6,75.98,10194.68,5326.49,3332.22,138.557,14425.25,21628.48,21628.48,13326.02,1882.56,5747.87,9172.95,2.58,1.3,5635.65,2550.49,13527.56,96.754
"2012-06-30","World",58.38,455.08,292.38,47.67,157.75,2.79,160.12,155.08,129.46,1058,284.33,497.79,497.79,22.79,2867.71,430.62,20.25,14.04,0,405.46,7.12,25.17,435,464.92,464.92,72.12,,254.67,63.29,73.42,0,251.58,67.38,3.08,251.88,391.38,391.38,70.08,1197.25,508.62,73.21,253.92,3.21,132.5,227.79,372.92,1089.05,537.88,835.75,835.75,733.08,,4378.04,784.12,3455.71,54,3194.12,3347.54,1129.92,1027.74,4537.25,8617.88,8617.88,25.21,1346,437.71,21.33,15.88,0,436.79,13.62,0.92,2425.08,436.08,474.92,474.92,232.67,5106.17,1980.96,343.58,330.54,3.62,1371.38,333.88,605.96,1183.37,2088.54,2655.08,2655.08,435.92,24979.75,4202,421.46,1196.79,5.42,3198.75,693.12,997.83,1181.93,4691.21,5820.25,5820.25,204,2724.21,1072.96,221.83,500.96,6.67,1009.88,457.04,56.42,1430.48,1134.71,1795.75,1795.75,1854.25,38676.17,13557.96,1996.74,5999.01,75.71,10160.58,5302.57,3321.68,135.258,14396.88,21553.72,21553.72,13281.21,1882.01,5723.83,9153.45,2.58,1.3,5614.46,2531.16,13496.44,90.728
"2012-05-31","World",59.28,452.44,290.87,48.54,157.31,2.77,159.67,154.68,128.42,1155,282.75,496.72,496.72,22.74,2867.84,430.15,20.72,14.12,0,404.92,7.06,25.22,435.18,464.99,464.99,70.84,,257.58,66.05,73.43,0,254.28,67.16,3.31,259.06,397.06,397.06,68.94,1190.25,505.01,73.83,250.99,2.99,132.07,226.1,369.94,1236.75,534.77,829.82,829.82,724.68,,4340.33,784.02,3433.37,54,3171.6,3323.24,1114.72,1125,4509.79,8557.72,8557.72,25.45,1346.43,437.55,21.74,16.02,0,436.63,13.66,0.92,2408.05,436.19,475.31,475.31,225.57,5094.79,1981.34,332.19,330.73,3.59,1370.99,334.84,606.76,1234.88,2083.85,2644.26,2644.26,438.6,24929.03,4201.65,421.19,1187.01,5.42,3190.35,689.41,1005.89,1220.55,4681.84,5809.85,5809.85,195.64,2748.78,1068.56,227.22,507.44,6.67,1005.97,462.52,55.93,1522.17,1145.06,1803.22,1803.22,1831.74,38629.56,13513.04,1995.5,5970.42,75.44,10126.48,5278.67,3311.11,144.397,14368.49,21478.95,21478.95,13236.4,1881.45,5699.79,9133.95,2.58,1.3,5593.27,2511.82,13465.32,104.086
"2012-04-30","World",60.19,449.81,289.36,49.42,156.86,2.75,159.22,154.28,127.39,1348,281.17,495.64,495.64,22.69,2867.97,429.67,21.19,14.19,0,404.39,7,25.28,435.36,465.06,465.06,69.56,,260.5,68.81,73.44,0,256.97,66.94,3.53,266.25,402.75,402.75,67.81,1183.25,501.39,74.44,248.06,2.78,131.64,224.42,366.97,1394.72,531.67,823.89,823.89,716.28,,4302.61,783.92,3411.03,54,3149.08,3298.94,1099.53,1233.61,4482.33,8497.56,8497.56,25.69,1346.86,437.39,22.14,16.17,0,436.47,13.69,0.92,2274.96,436.31,475.69,475.69,218.47,5083.42,1981.72,320.81,330.92,3.56,1370.61,335.81,607.56,1303.59,2079.17,2633.44,2633.44,441.28,24878.31,4201.31,420.92,1177.22,5.42,3181.94,685.69,1013.94,1308.89,4672.47,5799.44,5799.44,187.28,2773.36,1064.17,232.61,513.92,6.67,1002.06,468,55.44,1551.9,1155.42,1810.69,1810.69,1809.25,38582.98,13468.12,1994.26,5941.81,75.18,10092.38,5254.77,3300.56,156.292,14340.15,21404.16,21404.16,13191.59,1880.9,5675.74,9114.45,2.58,1.3,5572.08,2492.48,13434.19,113.666
"2012-03-31","World",61.1,447.17,287.85,50.29,156.42,2.73,158.77,153.88,126.35,1338,279.58,494.56,494.56,22.65,2868.1,429.19,21.67,14.27,0,403.85,6.94,25.33,435.54,465.12,465.12,68.27,,263.42,71.56,73.46,0,259.67,66.73,3.75,273.44,408.44,408.44,66.67,1176.25,497.77,75.06,245.12,2.56,131.21,222.73,364,1366.43,528.56,817.96,817.96,707.88,,4264.9,783.81,3388.69,54,3126.56,3274.65,1084.33,1195.34,4454.88,8437.4,8437.4,25.94,1347.29,437.23,22.54,16.31,0,436.31,13.73,0.92,2138.48,436.42,476.08,476.08,211.38,5072.04,1982.1,309.42,331.1,3.52,1370.23,336.77,608.35,1289.12,2074.48,2622.62,2622.62,443.96,24827.58,4200.96,420.65,1167.44,5.42,3173.54,681.98,1022,1285.38,4663.1,5789.04,5789.04,178.92,2797.94,1059.77,238,520.4,6.67,998.15,473.48,54.96,1500.68,1165.77,1818.17,1818.17,1786.77,38536.37,13423.19,1993,5913.21,74.9,10058.29,5230.89,3289.99,152.473,14311.77,21329.39,21329.39,13146.79,1880.34,5651.7,9094.95,2.58,1.29,5550.89,2473.14,13403.07,117.785
"2012-02-29","World",62.01,444.53,286.35,51.17,155.97,2.71,158.32,153.47,125.32,1411,278,493.49,493.49,22.6,2868.24,428.71,22.14,14.35,0,403.32,6.88,25.39,435.72,465.19,465.19,66.99,,266.33,74.32,73.47,0,262.36,66.51,3.97,280.62,414.12,414.12,65.53,1169.25,494.15,75.68,242.19,2.35,130.78,221.04,361.03,1365.48,525.46,812.03,812.03,699.47,,4227.18,783.71,3366.35,54,3104.04,3250.35,1069.14,1146.25,4427.42,8377.24,8377.24,26.18,1347.72,437.07,22.94,16.46,0,436.15,13.76,0.92,2116.44,436.53,476.47,476.47,204.28,5060.67,1982.49,298.03,331.29,3.49,1369.85,337.74,609.15,1287.68,2069.79,2611.81,2611.81,446.64,24776.86,4200.61,420.38,1157.65,5.42,3165.14,678.26,1030.06,1249.12,4653.74,5778.64,5778.64,170.56,2822.51,1055.38,243.39,526.88,6.67,994.24,478.96,54.47,1485,1176.12,1825.64,1825.64,1764.26,38489.78,13378.27,1991.76,5884.61,74.64,10024.2,5206.97,3279.45,148.335,14283.4,21254.63,21254.63,13101.98,1879.79,5627.66,9075.45,2.58,1.29,5529.69,2453.8,13371.94,112.688
"2012-01-31","World",62.92,441.89,284.84,52.04,155.53,2.69,157.87,153.07,124.28,1451,276.42,492.41,492.41,22.55,2868.37,428.23,22.61,14.42,0,402.78,6.81,25.44,435.9,465.26,465.26,65.7,,269.25,77.08,73.49,0,265.06,66.3,4.19,287.81,419.81,419.81,64.39,1162.25,490.53,76.3,239.26,2.13,130.35,219.35,358.06,1362.05,522.35,806.1,806.1,691.07,,4189.47,783.6,3344.01,54,3081.52,3226.05,1053.94,1123.5,4399.96,8317.08,8317.08,26.42,1348.15,436.91,23.35,16.6,0,435.99,13.8,0.92,2116.44,436.64,476.86,476.86,197.18,5049.29,1982.87,286.64,331.48,3.45,1369.47,338.7,609.95,1252.78,2065.1,2600.99,2600.99,449.32,24726.14,4200.26,420.1,1147.87,5.42,3156.74,674.55,1038.11,1216.28,4644.37,5768.24,5768.24,162.19,2847.09,1050.98,248.78,533.35,6.67,990.33,484.44,53.99,1451.82,1186.48,1833.11,1833.11,1741.74,38443.18,13333.34,1990.5,5856.01,74.36,9990.11,5183.07,3268.88,144.328,14255.03,21179.86,21179.86,13057.17,1879.24,5603.61,9055.95,2.58,1.29,5508.5,2434.46,13340.82,107.075
"2011-12-31","World",63.83,439.25,283.33,52.92,155.08,2.67,157.42,152.67,123.25,1445,274.83,491.33,491.33,22.5,2868.5,427.75,23.08,14.5,0,402.25,6.75,25.5,436.08,465.33,465.33,64.42,,272.17,79.83,73.5,0,267.75,66.08,4.42,295,425.5,425.5,63.25,1155.25,486.92,76.92,236.33,1.92,129.92,217.67,355.08,1376.58,519.25,800.17,800.17,682.67,,4151.75,783.5,3321.67,54,3059,3201.75,1038.75,1121.5,4372.5,8256.92,8256.92,26.67,1348.58,436.75,23.75,16.75,0,435.83,13.83,0.92,2116.44,436.75,477.25,477.25,190.08,5037.92,1983.25,275.25,331.67,3.42,1369.08,339.67,610.75,1244.66,2060.42,2590.17,2590.17,452,24675.42,4199.92,419.83,1138.08,5.42,3148.33,670.83,1046.17,1203.28,4635,5757.83,5757.83,153.83,2871.67,1046.58,254.17,539.83,6.67,986.42,489.92,53.5,1439.77,1196.83,1840.58,1840.58,1719.25,38396.59,13288.42,1989.25,5827.41,74.1,9956,5159.17,3258.34,140.453,14226.66,21105.08,21105.08,13012.36,1878.68,5579.57,9036.45,2.58,1.29,5487.31,2415.12,13309.69,104.23
"2011-11-30","World",63.74,441.47,283.8,53.83,154.67,2.68,157,152.31,124.12,1479,276.24,492.29,492.29,21.73,2856.1,425.38,23.03,14.28,0,399.92,6.76,25.45,434.21,462.69,462.69,64.34,,271.69,78.55,72.83,0,267.28,65.41,4.42,293.33,423.08,423.08,62.12,1149.22,482.93,75.78,236.69,1.88,128.69,216.76,352.35,1294.32,516.52,795.4,795.4,669.81,,4122.87,775.1,3304.08,53.44,3042.72,3181.28,1026.72,1113.38,4350.96,8202.05,8202.05,26.66,1348.34,436.68,23.99,16.71,0,435.73,14.05,0.95,2116.44,436.67,477.38,477.38,189.08,5016.65,1979.22,268.15,327.87,3.38,1363.83,334.84,612.01,1273.54,2051.32,2575.24,2575.24,445.08,24681.47,4186.67,422.51,1152.04,5.45,3142.24,680.1,1038.99,1213.96,4636.06,5761.23,5761.23,154.33,2833.88,1038.08,245.81,526.36,6.62,978.2,474.9,53.26,1502.5,1181.02,1810.25,1810.25,1696.89,38327.13,13227.32,1966.75,5805.53,73.45,9915.61,5126.41,3238.27,144.96,14176.33,20999.61,20999.61,12962.27,1861.59,5556.26,9019.5,2.58,1.29,5463.42,2398.13,13262.8,105.405
"2011-10-31","World",63.65,443.69,284.26,54.74,154.25,2.69,156.58,151.96,124.99,1208,277.64,493.25,493.25,20.96,2843.69,423,22.99,14.07,0,397.6,6.76,25.4,432.33,460.06,460.06,64.26,,271.22,77.26,72.17,0,266.81,64.74,4.42,291.65,420.65,420.65,61,1143.19,478.94,74.64,237.06,1.85,127.47,215.85,349.62,1082.62,513.79,790.64,790.64,656.96,,4093.99,766.69,3286.5,52.88,3026.43,3160.81,1014.68,1044.75,4329.42,8147.18,8147.18,26.65,1348.1,436.61,24.24,16.67,0,435.62,14.26,0.99,2116.44,436.6,477.51,477.51,188.08,4995.38,1975.19,261.06,324.07,3.35,1358.58,330.01,613.26,1270.51,2042.22,2560.32,2560.32,438.15,24687.53,4173.43,425.19,1166,5.49,3136.14,689.36,1031.81,1223.1,4637.11,5764.62,5764.62,154.82,2796.1,1029.58,237.44,512.89,6.57,969.99,459.89,53.03,1483.81,1165.21,1779.92,1779.92,1674.53,38257.68,13166.22,1944.25,5783.68,72.83,9875.22,5093.64,3218.2,137.991,14125.97,20894.15,20894.15,12912.18,1844.5,5532.96,9002.56,2.58,1.29,5439.53,2381.14,13215.91,99.848
"2011-09-30","World",63.56,445.92,284.73,55.65,153.83,2.71,156.17,151.6,125.85,1305,279.04,494.21,494.21,20.19,2831.29,420.62,22.94,13.85,0,395.27,6.77,25.35,430.46,457.42,457.42,64.19,,270.75,75.98,71.5,0,266.33,64.06,4.42,289.98,418.23,418.23,59.88,1137.17,474.96,73.5,237.42,1.81,126.25,214.94,346.9,1264.32,511.06,785.88,785.88,644.1,,4065.1,758.29,3268.92,52.31,3010.15,3140.33,1002.65,1137.25,4307.88,8092.31,8092.31,26.65,1347.85,436.54,24.48,16.62,0,435.52,14.48,1.02,2113.43,436.52,477.65,477.65,187.08,4974.1,1971.17,253.96,320.27,3.31,1353.33,325.19,614.52,1309.99,2033.12,2545.4,2545.4,431.23,24693.58,4160.19,427.88,1179.96,5.52,3130.04,698.62,1024.62,1307.85,4638.17,5768.02,5768.02,155.31,2758.31,1021.08,229.08,499.42,6.52,961.77,444.88,52.79,1591.59,1149.4,1749.58,1749.58,1652.19,38188.22,13105.14,1921.76,5761.79,72.18,9834.83,5060.87,3198.12,147.82,14075.63,20788.7,20788.7,12862.1,1827.41,5509.65,8985.61,2.58,1.29,5415.64,2364.15,13169.02,100.819
"2011-08-31","World",63.47,448.14,285.19,56.56,153.42,2.72,155.75,151.25,126.72,1454,280.44,495.17,495.17,19.42,2818.89,418.25,22.89,13.64,0,392.94,6.78,25.31,428.58,454.78,454.78,64.11,,270.28,74.69,70.83,0,265.86,63.39,4.42,288.31,415.81,415.81,58.75,1131.14,470.97,72.36,237.78,1.78,125.03,214.03,344.17,1377.83,508.33,781.11,781.11,631.25,,4036.22,749.89,3251.33,51.75,2993.86,3119.86,990.61,1205.48,4286.33,8037.44,8037.44,26.64,1347.61,436.47,24.72,16.58,0,435.42,14.69,1.06,2076.18,436.44,477.78,477.78,186.08,4952.83,1967.14,246.86,316.47,3.28,1348.08,320.36,615.78,1350.5,2024.03,2530.47,2530.47,424.31,24699.64,4146.94,430.56,1193.92,5.56,3123.94,707.89,1017.44,1328.39,4639.22,5771.42,5771.42,155.81,2720.53,1012.58,220.72,485.94,6.47,953.56,429.86,52.56,1671.3,1133.58,1719.25,1719.25,1629.84,38118.78,13044.04,1899.25,5739.91,71.56,9794.44,5028.11,3178.07,151.482,14025.26,20683.23,20683.23,12812.01,1810.32,5486.34,8968.67,2.57,1.29,5391.75,2347.15,13122.13,100.486
"2011-07-31","World",63.38,450.36,285.66,57.47,153,2.74,155.33,150.9,127.59,1662,281.85,496.12,496.12,18.65,2806.49,415.88,22.84,13.42,0,390.62,6.78,25.26,426.71,452.14,452.14,64.03,,269.81,73.41,70.17,0,265.39,62.72,4.42,286.63,413.38,413.38,57.62,1125.11,466.99,71.22,238.14,1.74,123.81,213.12,341.44,1372.62,505.6,776.35,776.35,618.4,,4007.34,741.49,3233.75,51.19,2977.58,3099.39,978.58,1183.45,4264.79,7982.58,7982.58,26.63,1347.37,436.4,24.97,16.54,0,435.31,14.91,1.09,1945.58,436.37,477.91,477.91,185.08,4931.56,1963.11,239.76,312.67,3.24,1342.83,315.53,617.03,1392.95,2014.93,2515.55,2515.55,417.38,24705.69,4133.7,433.24,1207.88,5.59,3117.85,717.15,1010.26,1337.36,4640.28,5774.81,5774.81,156.3,2682.74,1004.08,212.36,472.47,6.42,945.34,414.85,52.32,1672.38,1117.77,1688.92,1688.92,1607.47,38049.32,12982.97,1876.76,5718.04,70.92,9754.06,4995.35,3157.99,156.053,13974.93,20577.76,20577.76,12761.92,1793.23,5463.04,8951.72,2.57,1.28,5367.86,2330.16,13075.24,107.917
"2011-06-30","World",63.29,452.58,286.12,58.38,152.58,2.75,154.92,150.54,128.46,1803,283.25,497.08,497.08,17.88,2794.08,413.5,22.79,13.21,0,388.29,6.79,25.21,424.83,449.5,449.5,63.96,,269.33,72.12,69.5,0,264.92,62.04,4.42,284.96,410.96,410.96,56.5,1119.08,463,70.08,238.5,1.71,122.58,212.21,338.71,1761.75,502.88,771.58,771.58,605.54,,3978.46,733.08,3216.17,50.62,2961.29,3078.92,966.54,1192.38,4243.25,7927.71,7927.71,26.62,1347.12,436.33,25.21,16.5,0,435.21,15.12,1.12,1700.57,436.29,478.04,478.04,184.08,4910.29,1959.08,232.67,308.88,3.21,1337.58,310.71,618.29,1401.82,2005.83,2500.62,2500.62,410.46,24711.75,4120.46,435.92,1221.83,5.62,3111.75,726.42,1003.08,1319.38,4641.33,5778.21,5778.21,156.79,2644.96,995.58,204,459,6.38,937.12,399.83,52.08,1699.32,1101.96,1658.58,1658.58,1585.12,37979.86,12921.86,1854.25,5696.17,70.29,9713.66,4962.58,3137.91,160.776,13924.58,20472.28,20472.28,12711.83,1776.14,5439.73,8934.77,2.57,1.28,5343.96,2313.17,13028.34,105.845
"2011-05-31","World",63.2,454.81,286.59,59.28,152.17,2.76,154.5,150.19,129.33,2097,284.65,498.04,498.04,17.1,2781.68,411.12,22.74,12.99,0,385.97,6.8,25.16,422.96,446.86,446.86,63.88,,268.86,70.84,68.83,0,264.44,61.37,4.42,283.28,408.53,408.53,55.38,1113.06,459.01,68.94,238.86,1.67,121.36,211.3,335.98,1985.48,500.15,766.82,766.82,592.69,,3949.58,724.68,3198.58,50.06,2945.01,3058.44,954.51,1230.12,4221.71,7872.84,7872.84,26.62,1346.88,436.26,25.45,16.46,0,435.1,15.34,1.16,1632.47,436.22,478.17,478.17,183.08,4889.02,1955.06,225.57,305.08,3.17,1332.33,305.88,619.55,1406.76,1996.74,2485.7,2485.7,403.53,24717.81,4107.22,438.6,1235.79,5.66,3105.65,735.68,995.9,1296.03,4642.39,5781.6,5781.6,157.28,2607.17,987.08,195.64,445.53,6.33,928.91,384.82,51.85,1644.09,1086.15,1628.25,1628.25,1562.76,37910.43,12860.78,1831.74,5674.29,69.65,9673.27,4929.82,3117.86,162.403,13874.25,20366.81,20366.81,12661.74,1759.05,5416.42,8917.83,2.57,1.28,5320.07,2296.17,12981.45,108.069
