"date","reference","coconut_beginning-stocks","coconut_crush","coconut_domestic-consumption","coconut_ending-stocks","coconut_exports","coconut_feed-waste-dom-cons","coconut_food-use-dom-cons","coconut_imports","coconut_industrial-dom-cons","coconut_price","coconut_production","coconut_total-distribution","coconut_total-supply","cottonseed_beginning-stocks","cottonseed_crush","cottonseed_domestic-consumption","cottonseed_ending-stocks","cottonseed_exports","cottonseed_feed-waste-dom-cons","cottonseed_food-use-dom-cons","cottonseed_imports","cottonseed_industrial-dom-cons","cottonseed_production","cottonseed_total-distribution","cottonseed_total-supply","olive_beginning-stocks","olive_crush","olive_domestic-consumption","olive_ending-stocks","olive_exports","olive_feed-waste-dom-cons","olive_food-use-dom-cons","olive_imports","olive_industrial-dom-cons","olive_production","olive_total-distribution","olive_total-supply","palm-kernel_beginning-stocks","palm-kernel_crush","palm-kernel_domestic-consumption","palm-kernel_ending-stocks","palm-kernel_exports","palm-kernel_feed-waste-dom-cons","palm-kernel_food-use-dom-cons","palm-kernel_imports","palm-kernel_industrial-dom-cons","palm-kernel_price","palm-kernel_production","palm-kernel_total-distribution","palm-kernel_total-supply","palm_beginning-stocks","palm_crush","palm_domestic-consumption","palm_ending-stocks","palm_exports","palm_feed-waste-dom-cons","palm_food-use-dom-cons","palm_imports","palm_industrial-dom-cons","palm_price","palm_production","palm_total-distribution","palm_total-supply","peanut_beginning-stocks","peanut_crush","peanut_domestic-consumption","peanut_ending-stocks","peanut_exports","peanut_feed-waste-dom-cons","peanut_food-use-dom-cons","peanut_imports","peanut_industrial-dom-cons","peanut_price","peanut_production","peanut_total-distribution","peanut_total-supply","rapeseed_beginning-stocks","rapeseed_crush","rapeseed_domestic-consumption","rapeseed_ending-stocks","rapeseed_exports","rapeseed_feed-waste-dom-cons","rapeseed_food-use-dom-cons","rapeseed_imports","rapeseed_industrial-dom-cons","rapeseed_price","rapeseed_production","rapeseed_total-distribution","rapeseed_total-supply","soybean_beginning-stocks","soybean_crush","soybean_domestic-consumption","soybean_ending-stocks","soybean_exports","soybean_feed-waste-dom-cons","soybean_food-use-dom-cons","soybean_imports","soybean_industrial-dom-cons","soybean_price","soybean_production","soybean_total-distribution","soybean_total-supply","sunflower_beginning-stocks","sunflower_crush","sunflower_domestic-consumption","sunflower_ending-stocks","sunflower_exports","sunflower_feed-waste-dom-cons","sunflower_food-use-dom-cons","sunflower_imports","sunflower_industrial-dom-cons","sunflower_price","sunflower_production","sunflower_total-distribution","sunflower_total-supply","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_price","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","crude-average_price"
"2014-08-31","World",36.14,434.47,266.44,31.72,161,2.92,142.36,149.47,121.17,1187.62,273.56,459.17,459.17,18.31,2808.14,418.97,18.53,12.19,0,394.75,6.89,24.22,424.5,449.69,449.69,60.03,,231.94,43.94,77.22,0,229.64,70.5,2.31,222.58,353.11,353.11,75.78,1351.19,572.61,72.36,259.86,1.97,144.53,225.67,426.11,938.81,603.39,904.83,904.83,795.25,,4817.83,869.22,3832.89,52.92,3520.5,3630.08,1244.42,778.69,5094.61,9519.94,9519.94,20.14,1395.89,450.11,20.92,20.58,0,449.19,19.14,0.92,1388.91,452.33,491.61,491.61,485.75,5567.11,2210.86,544.11,332.25,4.25,1537.44,325.14,669.17,851.75,2276.33,3087.22,3087.22,414.03,28348.78,4630.53,443.78,1481.25,10.03,3529.86,825.53,1090.64,861.77,5316,6555.56,6555.56,227,3014.08,1188.67,222.86,629.58,6.17,1121.5,547.58,61,853.75,1266.53,2041.11,2041.11,2132.43,42919.66,14787.96,2267.44,6806.82,78.26,11069.77,5800,3639.96,101.648,15929.83,23862.24,23862.24,14689.21,2021.1,6322.94,9941.44,2.59,1.38,6187.86,2790.34,14925.11,100.05
"2014-07-31","World",36.92,434.63,266.76,31.88,160.81,2.92,142.39,148.88,121.46,1255.22,273.65,459.46,459.46,18.19,2813.28,419.65,18.56,12.18,0,395.4,7.03,24.26,425.17,450.39,450.39,58.37,,232.68,46.78,76.34,0,230.24,69.33,2.44,228.1,355.81,355.81,74.99,1346.53,569.72,73.18,257.35,1.97,144.14,223.58,423.62,1106.3,601.67,900.25,900.25,793.94,,4815.65,860.63,3803.67,52.92,3505.02,3610.85,1257.71,853.69,5075.16,9479.95,9479.95,19.99,1400.36,451.26,20.9,20.31,0,450.35,18.74,0.92,1373.38,453.75,492.47,492.47,476.52,5561.14,2202.22,541.43,330.6,4.25,1530.58,324.17,667.4,892.08,2273.56,3074.26,3074.26,415.16,28135.91,4616.72,439.49,1452.94,9.87,3513.97,819.74,1092.88,897.43,5274.25,6509.15,6509.15,222.31,3023.27,1188.44,225.72,631.9,6.23,1121.21,552.54,61,908.04,1271.2,2046.06,2046.06,2116.39,42715.12,14763.1,2258.57,6746.1,78.16,11033.3,5774.86,3651.69,110.629,15876.51,23767.8,23767.8,14639.26,2010.67,6286.37,9911.04,2.59,1.37,6157.63,2789.39,14862.79,105.227
"2014-06-30","World",37.71,434.79,267.08,32.04,160.62,2.92,142.42,148.29,121.75,1393.25,273.75,459.75,459.75,18.08,2818.42,420.33,18.58,12.17,0,396.04,7.17,24.29,425.83,451.08,451.08,56.71,,233.42,49.62,75.46,0,230.83,68.17,2.58,233.62,358.5,358.5,74.21,1341.88,566.83,74,254.83,1.96,143.75,221.5,421.12,1233.75,599.96,895.67,895.67,792.62,,4813.46,852.04,3774.46,52.92,3489.54,3591.62,1271,861.88,5055.71,9439.96,9439.96,19.83,1404.83,452.42,20.88,20.04,0,451.5,18.33,0.92,1366.87,455.17,493.33,493.33,467.29,5555.17,2193.58,538.75,328.96,4.25,1523.71,323.21,665.62,948.33,2270.79,3061.29,3061.29,416.29,27923.04,4602.92,435.21,1424.62,9.71,3498.08,813.96,1095.12,925.82,5232.5,6462.75,6462.75,217.62,3032.46,1188.21,228.58,634.21,6.29,1120.92,557.5,61,942.38,1275.88,2051,2051,2100.36,42510.59,14738.25,2249.7,6685.37,78.05,10996.79,5749.75,3663.4,115.222,15823.21,23673.33,23673.33,14589.32,2000.25,6249.81,9880.65,2.59,1.37,6127.39,2788.44,14800.46,108.373
"2014-05-31","World",38.49,434.95,267.4,32.2,160.44,2.92,142.44,147.7,122.04,1413.25,273.85,460.04,460.04,17.97,2823.56,421.01,18.61,12.15,0,396.69,7.31,24.33,426.5,451.78,451.78,55.05,,234.15,52.47,74.58,0,231.43,67,2.72,239.15,361.19,361.19,73.42,1337.22,563.94,74.82,252.32,1.95,143.36,219.42,418.63,1255.25,598.24,891.08,891.08,791.31,,4811.27,843.45,3745.24,52.92,3474.06,3572.4,1284.29,898.42,5036.26,9399.97,9399.97,19.68,1409.31,453.57,20.85,19.77,0,452.65,17.93,0.92,1366.87,456.58,494.19,494.19,458.06,5549.19,2184.94,536.07,327.31,4.25,1516.84,322.24,663.85,954.94,2268.02,3048.33,3048.33,417.42,27710.17,4589.11,430.92,1396.31,9.55,3482.19,808.17,1097.37,961.81,5190.75,6416.35,6416.35,212.94,3041.65,1187.98,231.44,636.52,6.35,1120.62,562.46,61,951.5,1280.55,2055.94,2055.94,2084.34,42306.05,14713.37,2240.83,6624.64,77.94,10960.28,5724.63,3675.15,119.177,15769.9,23578.87,23578.87,14539.38,1989.83,6213.24,9850.25,2.58,1.37,6097.16,2787.5,14738.13,105.713
"2014-04-30","World",39.28,435.11,267.72,32.36,160.25,2.92,142.47,147.11,122.33,1356.13,273.94,460.33,460.33,17.86,2828.69,421.69,18.64,12.14,0,397.33,7.44,24.36,427.17,452.47,452.47,53.39,,234.89,55.31,73.69,0,232.03,65.83,2.86,244.67,363.89,363.89,72.64,1332.56,561.06,75.64,249.81,1.94,142.97,217.33,416.14,1291.75,596.53,886.5,886.5,790,,4809.08,834.86,3716.03,52.92,3458.58,3553.17,1297.58,926.63,5016.81,9359.97,9359.97,19.53,1413.78,454.72,20.83,19.5,0,453.81,17.53,0.92,1366.87,458,495.06,495.06,448.83,5543.22,2176.31,533.39,325.67,4.25,1509.97,321.28,662.08,1011.42,2265.25,3035.36,3035.36,418.56,27497.31,4575.31,426.64,1368,9.39,3466.31,802.39,1099.61,1001.69,5149,6369.94,6369.94,208.25,3050.83,1187.75,234.31,638.83,6.42,1120.33,567.42,61,952.25,1285.22,2060.89,2060.89,2068.34,42101.5,14688.53,2231.98,6563.92,77.84,10923.8,5699.5,3686.88,121.53,15716.59,23484.41,23484.41,14489.44,1979.41,6176.68,9819.85,2.58,1.36,6066.93,2786.55,14675.81,104.867
"2014-03-31","World",40.06,435.27,268.04,32.52,160.06,2.92,142.5,146.52,122.62,1389.05,274.04,460.62,460.62,17.75,2833.83,422.38,18.67,12.12,0,397.98,7.58,24.4,427.83,453.17,453.17,51.73,,235.62,58.15,72.81,0,232.62,64.67,3,250.19,366.58,366.58,71.85,1327.9,558.17,76.46,247.29,1.94,142.58,215.25,413.65,1376.9,594.81,881.92,881.92,788.69,,4806.9,826.27,3686.81,52.92,3443.1,3533.94,1310.88,953.81,4997.35,9319.98,9319.98,19.38,1418.25,455.88,20.81,19.23,0,454.96,17.12,0.92,1366.87,459.42,495.92,495.92,439.6,5537.25,2167.67,530.71,324.02,4.25,1503.1,320.31,660.31,1009.95,2262.48,3022.4,3022.4,419.69,27284.44,4561.5,422.35,1339.69,9.23,3450.42,796.6,1101.85,996.67,5107.25,6323.54,6323.54,203.56,3060.02,1187.52,237.17,641.15,6.48,1120.04,572.38,61,984.76,1289.9,2065.83,2065.83,2052.31,41896.96,14663.68,2223.11,6503.18,77.74,10887.3,5674.37,3698.63,125.384,15663.27,23389.96,23389.96,14439.49,1968.99,6140.12,9789.45,2.58,1.36,6036.69,2785.6,14613.48,104.04
"2014-02-28","World",40.85,435.43,268.36,32.68,159.88,2.92,142.53,145.93,122.92,1364,274.14,460.92,460.92,17.64,2838.97,423.06,18.69,12.11,0,398.62,7.72,24.43,428.5,453.86,453.86,50.07,,236.36,60.99,71.93,0,233.22,63.5,3.14,255.71,369.28,369.28,71.07,1323.24,555.28,77.28,244.78,1.93,142.19,213.17,411.15,1292,593.1,877.33,877.33,787.38,,4804.71,817.68,3657.6,52.92,3427.62,3514.71,1324.17,904.34,4977.9,9279.99,9279.99,19.22,1422.72,457.03,20.79,18.96,0,456.11,16.72,0.92,1409.8,460.83,496.78,496.78,430.38,5531.28,2159.03,528.03,322.38,4.25,1496.24,319.35,658.54,971.77,2259.71,3009.43,3009.43,420.82,27071.57,4547.69,418.07,1311.38,9.07,3434.53,790.82,1104.1,970.96,5065.5,6277.14,6277.14,198.88,3069.21,1187.29,240.03,643.46,6.54,1119.75,577.33,61,953,1294.57,2070.78,2070.78,2036.31,41692.42,14638.81,2214.24,6442.48,77.63,10850.81,5649.25,3710.37,120.84,15609.96,23295.51,23295.51,14389.55,1958.57,6103.55,9759.06,2.58,1.36,6006.46,2784.65,14551.15,104.827
"2014-01-31","World",41.63,435.59,268.68,32.84,159.69,2.92,142.56,145.34,123.21,1269.09,274.24,461.21,461.21,17.53,2844.11,423.74,18.72,12.1,0,399.27,7.86,24.47,429.17,454.56,454.56,48.41,,237.1,63.83,71.05,0,233.82,62.33,3.28,261.23,371.97,371.97,70.28,1318.58,552.39,78.1,242.26,1.92,141.81,211.08,408.66,1158.64,591.38,872.75,872.75,786.06,,4802.52,809.09,3628.38,52.92,3412.15,3495.48,1337.46,862.63,4958.45,9239.99,9239.99,19.07,1427.19,458.18,20.77,18.69,0,457.26,16.32,0.92,1560.64,462.25,497.64,497.64,421.15,5525.31,2150.39,525.35,320.73,4.25,1489.37,318.38,656.77,948.01,2256.94,2996.47,2996.47,421.95,26858.7,4533.89,413.78,1283.06,8.91,3418.64,785.03,1106.34,942.1,5023.75,6230.74,6230.74,194.19,3078.4,1187.06,242.89,645.77,6.6,1119.46,582.29,61,951.82,1299.24,2075.72,2075.72,2020.27,41487.88,14613.95,2205.37,6381.73,77.52,10814.34,5624.11,3722.11,115.58,15556.65,23201.05,23201.05,14339.61,1948.15,6066.99,9728.66,2.58,1.36,5976.22,2783.7,14488.82,102.097
"2013-12-31","World",42.42,435.75,269,33,159.5,2.92,142.58,144.75,123.5,1270,274.33,461.5,461.5,17.42,2849.25,424.42,18.75,12.08,0,399.92,8,24.5,429.83,455.25,455.25,46.75,,237.83,66.67,70.17,0,234.42,61.17,3.42,266.75,374.67,374.67,69.5,1313.92,549.5,78.92,239.75,1.92,141.42,209,406.17,1147,589.67,868.17,868.17,784.75,,4800.33,800.5,3599.17,52.92,3396.67,3476.25,1350.75,886.25,4939,9200,9200,18.92,1431.67,459.33,20.75,18.42,0,458.42,15.92,0.92,1697.56,463.67,498.5,498.5,411.92,5519.33,2141.75,522.67,319.08,4.25,1482.5,317.42,655,1007.11,2254.17,2983.5,2983.5,423.08,26645.83,4520.08,409.5,1254.75,8.75,3402.75,779.25,1108.58,990.52,4982,6184.33,6184.33,189.5,3087.58,1186.83,245.75,648.08,6.67,1119.17,587.25,61,996,1303.92,2080.67,2080.67,2004.26,41283.33,14589.07,2196.51,6321,77.43,10777.85,5599.01,3733.84,120.383,15503.34,23106.59,23106.59,14289.67,1937.73,6030.42,9698.26,2.58,1.35,5945.99,2782.75,14426.5,105.482
"2013-11-30","World",43.29,438.68,271.7,33.78,159.58,2.92,144.27,145.81,124.51,1274.5,275.96,465.06,465.06,17.89,2850.72,425.17,18.64,12.21,0,400.65,7.96,24.53,430.17,456.02,456.02,49.51,,237.78,65.01,70.43,0,234.5,61.79,3.28,261.92,373.22,373.22,70.12,1307.69,547.9,78.13,242.4,2.13,140.89,211.41,404.88,1108.1,586.9,868.43,868.43,784.65,,4784,799.19,3598.38,53.01,3391.05,3477.67,1339.94,904.05,4919.25,9181.57,9181.57,19.32,1424.31,457.61,20.6,18.13,0,456.69,15.71,0.92,1754.88,461.31,496.34,496.34,400.53,5490.59,2128.16,513.44,319.94,4.22,1473.43,318.31,650.51,1021.7,2242.71,2961.54,2961.54,422.81,26532.35,4493.75,410.63,1254.81,8.47,3389.95,773.93,1095.33,989.83,4962.45,6159.19,6159.19,194.89,3045.01,1179.54,241.06,632.58,6.67,1112.01,573.66,60.86,1004.05,1284.64,2053.19,2053.19,2003.01,41089.35,14525.61,2180.48,6308.46,77.42,10743.44,5586.25,3704.76,121.969,15425.31,23014.56,23014.56,14228.03,1933.36,6016.89,9662.61,2.58,1.35,5928.96,2771.46,14364.55,102.626
"2013-10-31","World",44.17,441.61,274.4,34.57,159.65,2.92,145.96,146.88,125.53,985.65,277.58,468.62,468.62,18.36,2852.19,425.93,18.53,12.33,0,401.38,7.92,24.56,430.51,456.79,456.79,52.26,,237.72,63.35,70.69,0,234.58,62.42,3.14,257.08,371.76,371.76,70.74,1301.47,546.31,77.35,245.04,2.35,140.36,213.82,403.6,912.17,584.14,868.69,868.69,784.54,,4767.67,797.88,3597.6,53.1,3385.43,3479.1,1329.14,859.66,4899.5,9163.14,9163.14,19.72,1416.96,455.89,20.44,17.85,0,454.97,15.5,0.92,1764.66,458.96,494.18,494.18,389.14,5461.85,2114.57,504.21,320.81,4.18,1464.36,319.19,646.03,1010.85,2231.25,2939.58,2939.58,422.54,26418.88,4467.42,411.76,1254.88,8.19,3377.15,768.61,1082.07,990.96,4942.9,6134.06,6134.06,200.28,3002.44,1172.25,236.38,617.08,6.67,1104.86,560.07,60.72,1008.48,1265.36,2025.71,2025.71,2001.75,40895.4,14462.16,2164.47,6295.93,77.41,10709.05,5573.51,3675.71,116.039,15347.28,22922.53,22922.53,14166.4,1928.99,6003.37,9626.96,2.58,1.35,5911.92,2760.16,14302.61,105.427
"2013-09-30","World",45.04,444.54,277.1,35.35,159.73,2.92,147.65,147.94,126.54,985.24,279.21,472.19,472.19,18.83,2853.67,426.69,18.42,12.46,0,402.1,7.88,24.58,430.85,457.56,457.56,55.02,,237.67,61.69,70.96,0,234.67,63.04,3,252.25,370.31,370.31,71.35,1295.25,544.71,76.56,247.69,2.56,139.83,216.23,402.31,909.76,581.38,868.96,868.96,784.44,,4751.33,796.56,3596.81,53.19,3379.81,3480.52,1318.33,826.25,4879.75,9144.71,9144.71,20.12,1409.6,454.17,20.29,17.56,0,453.25,15.29,0.92,1797.87,456.6,492.02,492.02,377.75,5433.1,2100.98,494.98,321.67,4.15,1455.29,320.08,641.54,983.52,2219.79,2917.62,2917.62,422.27,26305.4,4441.08,412.9,1254.94,7.92,3364.35,763.29,1068.81,1019.72,4923.35,6108.92,6108.92,205.67,2959.88,1164.96,231.69,601.58,6.67,1097.71,546.48,60.58,1005.71,1246.08,1998.23,1998.23,2000.49,40701.44,14398.69,2148.44,6283.4,77.41,10674.66,5560.75,3646.61,112.917,15269.26,22830.52,22830.52,14104.77,1924.63,5989.84,9591.31,2.58,1.34,5894.89,2748.86,14240.67,108.758
"2013-08-31","World",45.92,447.47,279.81,36.14,159.81,2.92,149.33,149,127.56,892.61,280.83,475.75,475.75,19.31,2855.14,427.44,18.31,12.58,0,402.83,7.83,24.61,431.19,458.33,458.33,57.78,,237.61,60.03,71.22,0,234.75,63.67,2.86,247.42,368.86,368.86,71.97,1289.03,543.11,75.78,250.33,2.78,139.31,218.64,401.03,868.64,578.61,869.22,869.22,784.33,,4735,795.25,3596.03,53.28,3374.19,3481.94,1307.53,819.29,4860,9126.28,9126.28,20.53,1402.25,452.44,20.14,17.28,0,451.53,15.08,0.92,1807.79,454.25,489.86,489.86,366.36,5404.36,2087.39,485.75,322.53,4.11,1446.22,320.97,637.06,993.85,2208.33,2895.67,2895.67,422,26191.92,4414.75,414.03,1255,7.64,3351.56,757.97,1055.56,994.65,4903.81,6083.78,6083.78,211.06,2917.31,1157.67,227,586.08,6.67,1090.56,532.89,60.44,1111.67,1226.81,1970.75,1970.75,1999.26,40507.48,14335.22,2132.43,6270.86,77.4,10640.28,5547.99,3617.57,111.895,15191.25,22738.5,22738.5,14043.13,1920.26,5976.31,9555.66,2.58,1.34,5877.86,2737.57,14178.73,108.158
"2013-07-31","World",46.79,450.4,282.51,36.92,159.88,2.92,151.02,150.06,128.57,860.43,282.46,479.31,479.31,19.78,2856.61,428.2,18.19,12.71,0,403.56,7.79,24.64,431.53,459.1,459.1,60.53,,237.56,58.37,71.49,0,234.83,64.29,2.72,242.58,367.41,367.41,72.59,1282.81,541.51,74.99,252.98,2.99,138.78,221.05,399.74,835.54,575.85,869.49,869.49,784.23,,4718.67,793.94,3595.24,53.37,3368.58,3483.37,1296.72,827.09,4840.25,9107.85,9107.85,20.93,1394.9,450.72,19.99,16.99,0,449.81,14.88,0.92,1816.31,451.9,487.7,487.7,354.97,5375.62,2073.8,476.52,323.39,4.08,1437.15,321.86,632.57,1008.78,2196.88,2873.71,2873.71,421.73,26078.44,4388.42,415.16,1255.06,7.36,3338.76,752.65,1042.3,990.31,4884.26,6058.64,6058.64,216.44,2874.74,1150.38,222.31,570.58,6.67,1083.4,519.3,60.31,1210.87,1207.53,1943.27,1943.27,1997.99,40313.52,14271.77,2116.39,6258.32,77.39,10605.89,5535.25,3588.49,116.221,15113.24,22646.48,22646.48,13981.5,1915.89,5962.78,9520,2.58,1.33,5860.83,2726.27,14116.78,105.258
"2013-06-30","World",47.67,453.33,285.21,37.71,159.96,2.92,152.71,151.12,129.58,890.63,284.08,482.88,482.88,20.25,2858.08,428.96,18.08,12.83,0,404.29,7.75,24.67,431.88,459.88,459.88,63.29,,237.5,56.71,71.75,0,234.92,64.92,2.58,237.75,365.96,365.96,73.21,1276.58,539.92,74.21,255.62,3.21,138.25,223.46,398.46,853.5,573.08,869.75,869.75,784.12,,4702.33,792.62,3594.46,53.46,3362.96,3484.79,1285.92,876.88,4820.5,9089.42,9089.42,21.33,1387.54,449,19.83,16.71,0,448.08,14.67,0.92,1807.79,449.54,485.54,485.54,343.58,5346.88,2060.21,467.29,324.25,4.04,1428.08,322.75,628.08,1147.34,2185.42,2851.75,2851.75,421.46,25964.96,4362.08,416.29,1255.12,7.08,3325.96,747.33,1029.04,1037.75,4864.71,6033.5,6033.5,221.83,2832.17,1143.08,217.62,555.08,6.67,1076.25,505.71,60.17,1245.25,1188.25,1915.79,1915.79,1996.74,40119.54,14208.29,2100.36,6245.78,77.38,10571.5,5522.5,3559.42,120.681,15035.21,22554.47,22554.47,13919.86,1911.53,5949.25,9484.35,2.58,1.33,5843.8,2714.97,14054.84,99.743
"2013-05-31","World",48.54,456.26,287.91,38.49,160.03,2.92,154.4,152.19,130.6,822.5,285.71,486.44,486.44,20.72,2859.56,429.72,17.97,12.96,0,405.02,7.71,24.69,432.22,460.65,460.65,66.05,,237.44,55.05,72.01,0,235,65.54,2.44,232.92,364.51,364.51,73.83,1270.36,538.32,73.42,258.27,3.42,137.72,225.87,397.17,827.5,570.32,870.01,870.01,784.02,,4686,791.31,3593.67,53.55,3357.34,3486.22,1275.11,879.47,4800.75,9070.99,9070.99,21.74,1380.19,447.28,19.68,16.42,0,446.36,14.46,0.92,1780.73,447.19,483.38,483.38,332.19,5318.13,2046.62,458.06,325.11,4.01,1419.01,323.64,623.6,1116.66,2173.96,2829.79,2829.79,421.19,25851.48,4335.75,417.42,1255.19,6.81,3313.16,742.01,1015.78,1073.2,4845.16,6008.36,6008.36,227.22,2789.6,1135.79,212.94,539.58,6.67,1069.1,492.12,60.03,1227.73,1168.97,1888.31,1888.31,1995.5,39925.58,14144.83,2084.34,6233.24,77.38,10537.11,5509.76,3530.34,121.046,14957.2,22462.44,22462.44,13858.23,1907.16,5935.73,9448.7,2.58,1.33,5826.77,2703.67,13992.9,99.367
"2013-04-30","World",49.42,459.19,290.61,39.28,160.11,2.92,156.08,153.25,131.61,791.43,287.33,490,490,21.19,2861.03,430.47,17.86,13.08,0,405.75,7.67,24.72,432.56,461.42,461.42,68.81,,237.39,53.39,72.28,0,235.08,66.17,2.31,228.08,363.06,363.06,74.44,1264.14,536.72,72.64,260.92,3.64,137.19,228.28,395.89,830.71,567.56,870.28,870.28,783.92,,4669.67,790,3592.89,53.64,3351.72,3487.64,1264.31,874.17,4781,9052.56,9052.56,22.14,1372.83,445.56,19.53,16.14,0,444.64,14.25,0.92,1763.7,444.83,481.22,481.22,320.81,5289.39,2033.03,448.83,325.97,3.97,1409.94,324.53,619.11,1131.82,2162.5,2807.83,2807.83,420.92,25738,4309.42,418.56,1255.25,6.53,3300.36,736.69,1002.53,1094.52,4825.61,5983.22,5983.22,232.61,2747.03,1128.5,208.25,524.08,6.67,1061.94,478.53,59.89,1221.14,1149.69,1860.83,1860.83,1994.26,39731.61,14081.37,2068.34,6220.72,77.37,10502.7,5497.01,3501.29,120.636,14879.16,22370.42,22370.42,13796.6,1902.79,5922.2,9413.05,2.58,1.32,5809.74,2692.38,13930.96,98.852
"2013-03-31","World",50.29,462.12,293.31,40.06,160.19,2.92,157.77,154.31,132.62,818.75,288.96,493.56,493.56,21.67,2862.5,431.23,17.75,13.21,0,406.48,7.62,24.75,432.9,462.19,462.19,71.56,,237.33,51.73,72.54,0,235.17,66.79,2.17,223.25,361.6,361.6,75.06,1257.92,535.12,71.85,263.56,3.85,136.67,230.69,394.6,832.75,564.79,870.54,870.54,783.81,,4653.33,788.69,3592.1,53.73,3346.1,3489.06,1253.5,891.5,4761.25,9034.12,9034.12,22.54,1365.48,443.83,19.38,15.85,0,442.92,14.04,0.92,1763.7,442.48,479.06,479.06,309.42,5260.65,2019.44,439.6,326.83,3.94,1400.88,325.42,614.62,1161.66,2151.04,2785.88,2785.88,420.65,25624.52,4283.08,419.69,1255.31,6.25,3287.56,731.38,989.27,1117.43,4806.06,5958.08,5958.08,238,2704.46,1121.21,203.56,508.58,6.67,1054.79,464.94,59.75,1249.76,1130.42,1833.35,1833.35,1993,39537.65,14017.88,2052.31,6208.17,77.36,10468.34,5484.25,3472.2,122.382,14801.15,22278.38,22278.38,13734.96,1898.43,5908.67,9377.4,2.59,1.32,5792.7,2681.08,13869.01,102.523
"2013-02-28","World",51.17,465.06,296.01,40.85,160.26,2.92,159.46,155.38,133.64,853.25,290.58,497.12,497.12,22.14,2863.97,431.99,17.64,13.33,0,407.21,7.58,24.78,433.24,462.96,462.96,74.32,,237.28,50.07,72.81,0,235.25,67.42,2.03,218.42,360.15,360.15,75.68,1251.69,533.53,71.07,266.21,4.07,136.14,233.1,393.32,836,562.03,870.81,870.81,783.71,,4637,787.38,3591.32,53.82,3340.49,3490.49,1242.69,919.58,4741.5,9015.69,9015.69,22.94,1358.12,442.11,19.22,15.57,0,441.19,13.83,0.92,1821.71,440.12,476.9,476.9,298.03,5231.9,2005.85,430.38,327.69,3.9,1391.81,326.31,610.14,1216.99,2139.58,2763.92,2763.92,420.38,25511.04,4256.75,420.82,1255.38,5.97,3274.76,726.06,976.01,1173.48,4786.51,5932.94,5932.94,243.39,2661.89,1113.92,198.88,493.08,6.67,1047.64,451.35,59.61,1285.75,1111.14,1805.88,1805.88,1991.76,39343.67,13954.44,2036.31,6195.65,77.35,10433.95,5471.52,3443.14,125.549,14723.12,22186.37,22186.37,13673.33,1894.06,5895.14,9341.75,2.59,1.32,5775.67,2669.78,13807.07,107.637
"2013-01-31","World",52.04,467.99,298.72,41.63,160.34,2.92,161.15,156.44,134.65,828.64,292.21,500.69,500.69,22.61,2865.44,432.74,17.53,13.46,0,407.94,7.54,24.81,433.58,463.73,463.73,77.08,,237.22,48.41,73.07,0,235.33,68.04,1.89,213.58,358.7,358.7,76.3,1245.47,531.93,70.28,268.85,4.28,135.61,235.51,392.03,801.36,559.26,871.07,871.07,783.6,,4620.67,786.06,3590.53,53.91,3334.87,3491.91,1231.89,884.52,4721.75,8997.26,8997.26,23.35,1350.77,440.39,19.07,15.28,0,439.47,13.62,0.92,2270.76,437.77,474.74,474.74,286.64,5203.16,1992.26,421.15,328.56,3.87,1382.74,327.19,605.65,1210.92,2128.12,2741.96,2741.96,420.1,25397.56,4230.42,421.95,1255.44,5.69,3261.97,720.74,962.76,1192.35,4766.97,5907.81,5907.81,248.78,2619.32,1106.62,194.19,477.58,6.67,1040.49,437.76,59.47,1298.48,1091.86,1778.4,1778.4,1990.5,39149.71,13890.97,2020.27,6183.11,77.34,10399.57,5458.75,3414.07,124.28,14645.1,22094.36,22094.36,13611.69,1889.7,5881.62,9306.1,2.59,1.31,5758.64,2658.48,13745.13,105.1
